name,window.start,window.end,minutes,cpuCores,cpuCoreRequestAverage,cpuCoreUsageAverage,cpuCoreHours,cpuCost,cpuCostAdjustment,cpuEfficiency,gpuCount,gpuHours,gpuCost,gpuCostAdjustment,networkTransferBytes,networkReceiveBytes,networkCost,networkCostAdjustment,loadBalancerCost,loadBalancerCostAdjustment,pvBytes,pvByteHours,pvCost,pvs,pvCostAdjustment,ramBytes,ramByteRequestAverage,ramByteUsageAverage,ramByteHours,ramCost,ramCostAdjustment,ramEfficiency,sharedCost,externalCost,totalCost,totalEfficiency,rawAllocationOnly,properties.cluster,properties.container,properties.namespace,properties.pod,properties.node,properties.controller,properties.controllerKind,properties.providerID
__idle__,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.0,0.0,0.0,0.0,-0.035919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.023322,0.0,0.0,0.0,0.0,3.987403,0.0,,cluster-two,,,,,,,
__unmounted__,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,cluster-two,__unmounted__,__unmounted__,__unmounted__,,,,
aws-node-58qk4,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.025,0.025,0.003354,0.6,0.01902,-0.0,0.134161,0.0,0.0,0.0,0.0,96884594760.0327,97104078125.53136,0.00074,0.123568,0.0,0.0,0.0,0.0,0.0,,0.0,46104787.911111,0.0,46754963.911111,1106514909.866667,0.004379,-0.0,1.0,0.0,0.0,0.147706,0.296189,,cluster-two,aws-node,kube-system,aws-node-58qk4,ip-192-168-128-109.us-west-2.compute.internal,aws-node,daemonset,i-0b950d88c27dbfbe5
aws-node-6zqpp,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.025,0.025,0.003434,0.6,0.01902,-0.0,0.137365,0.0,0.0,0.0,0.0,67312664339.38447,67093207490.10239,0.000735,0.099849,0.0,0.0,0.0,0.0,0.0,,0.0,43449388.088889,0.0,47024386.844444,1042785314.133333,0.004126,-0.0,1.0,0.0,0.0,0.12373,0.291153,,cluster-two,aws-node,kube-system,aws-node-6zqpp,ip-192-168-144-20.us-west-2.compute.internal,aws-node,daemonset,i-02c1f70d488b79374
aws-node-8prm8,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.025,0.025,0.003426,0.6,0.019089,1e-06,0.137047,0.0,0.0,0.0,0.0,47742552974.40841,47683677658.09989,0.000737,0.057949,0.0,0.0,0.0,0.0,0.0,,0.0,43075707.733333,0.0,46984795.022222,1033816985.6,0.004105,0.0,1.0,0.0,0.0,0.081881,0.289791,,cluster-two,aws-node,kube-system,aws-node-8prm8,ip-192-168-166-7.us-west-2.compute.internal,aws-node,daemonset,i-0406c6f0eae2396f6
aws-node-bh67s,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.025,0.025,0.003413,0.6,0.01902,-0.0,0.136505,0.0,0.0,0.0,0.0,102047886824.51736,101680347353.08662,0.000736,0.179123,0.0,0.0,0.0,0.0,0.0,,0.0,43235743.288889,0.0,46564700.74438,1037657838.933333,0.004106,-0.0,1.0,0.0,0.0,0.202984,0.289824,,cluster-two,aws-node,kube-system,aws-node-bh67s,ip-192-168-189-15.us-west-2.compute.internal,aws-node,daemonset,i-00eaf02d1e05d532a
aws-node-tsfnv,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.025,0.025,0.003466,0.6,0.019089,1e-06,0.138621,0.0,0.0,0.0,0.0,53386744438.717896,53984410574.14892,0.000737,0.097225,0.0,0.0,0.0,0.0,0.0,,0.0,43239877.688889,0.0,46545262.07265,1037757064.533333,0.004121,0.0,1.0,0.0,0.0,0.121173,0.291564,,cluster-two,aws-node,kube-system,aws-node-tsfnv,ip-192-168-121-107.us-west-2.compute.internal,aws-node,daemonset,i-00868067998526003
aws-node-zjz9m,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.025,0.025,0.003298,0.6,0.019089,1e-06,0.131919,0.0,0.0,0.0,0.0,45699129186.1727,44745935993.96532,0.000737,0.077206,0.0,0.0,0.0,0.0,0.0,,0.0,45749505.422222,0.0,46736062.577778,1097988130.133333,0.00436,0.0,1.0,0.0,0.0,0.101393,0.293335,,cluster-two,aws-node,kube-system,aws-node-zjz9m,ip-192-168-121-154.us-west-2.compute.internal,aws-node,daemonset,i-0d68f38a5d45f95cb
awscli,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4338949.688889,0.0,4501504.0,104134792.533333,0.000414,0.0,1.0,0.0,0.0,0.000414,1.0,,cluster-two,awscli,kubecost,awscli,ip-192-168-121-154.us-west-2.compute.internal,,,i-0d68f38a5d45f95cb
carts-85c7bb8997-2lwdj,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007097,2.4,0.07608,-2e-06,0.070973,0.0,0.0,0.0,0.0,701039770.721547,604897774.337749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,322747386.311111,12582912000.0,0.049793,-1e-06,0.615592,0.0,0.0,0.12587,0.286414,,cluster-two,carts,tenant-2,carts-85c7bb8997-2lwdj,ip-192-168-128-109.us-west-2.compute.internal,carts,deployment,i-0b950d88c27dbfbe5
carts-85c7bb8997-78rsw,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007242,2.4,0.076356,2e-06,0.072419,0.0,0.0,0.0,0.0,666545829.407919,579122735.379208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,329933129.474237,12582912000.0,0.049969,1e-06,0.629298,0.0,0.0,0.126328,0.292696,,cluster-two,carts,tenant-2,carts-85c7bb8997-78rsw,ip-192-168-121-107.us-west-2.compute.internal,carts,deployment,i-00868067998526003
carts-85c7bb8997-bzz2w,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007597,2.4,0.07608,-2e-06,0.075968,0.0,0.0,0.0,0.0,680554727.935109,575822454.823965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,323192900.266667,12582912000.0,0.049793,-1e-06,0.616442,0.0,0.0,0.12587,0.289769,,cluster-two,carts,tenant-2,carts-85c7bb8997-bzz2w,ip-192-168-144-20.us-west-2.compute.internal,carts,deployment,i-02c1f70d488b79374
carts-85c7bb8997-d7tk5,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007303,2.4,0.076356,2e-06,0.073034,0.0,0.0,0.0,0.0,673991380.874855,595382438.887211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,323527698.493236,12582912000.0,0.049969,1e-06,0.61708,0.0,0.0,0.126328,0.288236,,cluster-two,carts,tenant-2,carts-85c7bb8997-d7tk5,ip-192-168-166-7.us-west-2.compute.internal,carts,deployment,i-0406c6f0eae2396f6
carts-85c7bb8997-gczrs,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.015934,2.4,0.076356,2e-06,0.159336,0.0,0.0,0.0,0.0,1645617843.799668,1457694092.794955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,320305948.444444,12582912000.0,0.049969,1e-06,0.610935,0.0,0.0,0.126328,0.33797,,cluster-two,carts,tenant-1,carts-85c7bb8997-gczrs,ip-192-168-166-7.us-west-2.compute.internal,carts,deployment,i-0406c6f0eae2396f6
carts-85c7bb8997-hd45l,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007144,2.4,0.07608,-2e-06,0.071444,0.0,0.0,0.0,0.0,665179479.370636,578989180.089286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,320414298.691068,12582912000.0,0.049793,-1e-06,0.611142,0.0,0.0,0.12587,0.284938,,cluster-two,carts,tenant-2,carts-85c7bb8997-hd45l,ip-192-168-189-15.us-west-2.compute.internal,carts,deployment,i-00eaf02d1e05d532a
carts-85c7bb8997-hhg58,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.000815,2.4,0.07608,-2e-06,0.008155,0.0,0.0,0.0,0.0,13358799.900481,4334283.702972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,307016527.644444,12582912000.0,0.049793,-1e-06,0.585588,0.0,0.0,0.12587,0.236576,,cluster-two,carts,tenant-3,carts-85c7bb8997-hhg58,ip-192-168-144-20.us-west-2.compute.internal,carts,deployment,i-02c1f70d488b79374
carts-85c7bb8997-jg8gk,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.000858,2.4,0.076356,2e-06,0.008583,0.0,0.0,0.0,0.0,13305951.437104,4310214.371413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,302841331.309462,12582912000.0,0.049969,1e-06,0.577624,0.0,0.0,0.126328,0.233671,,cluster-two,carts,tenant-3,carts-85c7bb8997-jg8gk,ip-192-168-121-107.us-west-2.compute.internal,carts,deployment,i-00868067998526003
carts-85c7bb8997-jndpw,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.000796,2.4,0.07608,-2e-06,0.007965,0.0,0.0,0.0,0.0,13342022.445293,4330557.1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,297536593.526251,12582912000.0,0.049793,-1e-06,0.567506,0.0,0.0,0.12587,0.229309,,cluster-two,carts,tenant-3,carts-85c7bb8997-jndpw,ip-192-168-189-15.us-west-2.compute.internal,carts,deployment,i-00eaf02d1e05d532a
carts-85c7bb8997-ksb85,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007224,2.4,0.07608,-2e-06,0.072244,0.0,0.0,0.0,0.0,669358429.667359,588265404.787472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,323396620.867574,12582912000.0,0.049793,-1e-06,0.61683,0.0,0.0,0.12587,0.287672,,cluster-two,carts,tenant-2,carts-85c7bb8997-ksb85,ip-192-168-189-15.us-west-2.compute.internal,carts,deployment,i-00eaf02d1e05d532a
carts-85c7bb8997-qfqgc,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.016361,2.4,0.07608,-2e-06,0.163611,0.0,0.0,0.0,0.0,1612522875.535688,1452585445.16119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,324203190.044444,12582912000.0,0.049793,-1e-06,0.618369,0.0,0.0,0.12587,0.343505,,cluster-two,carts,tenant-1,carts-85c7bb8997-qfqgc,ip-192-168-144-20.us-west-2.compute.internal,carts,deployment,i-02c1f70d488b79374
carts-85c7bb8997-s882r,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.000654,2.4,0.076356,2e-06,0.006541,0.0,0.0,0.0,0.0,13265469.146331,4245546.148845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,310435191.466667,12582912000.0,0.049969,1e-06,0.592108,0.0,0.0,0.126328,0.238167,,cluster-two,carts,tenant-3,carts-85c7bb8997-s882r,ip-192-168-121-154.us-west-2.compute.internal,carts,deployment,i-0d68f38a5d45f95cb
carts-85c7bb8997-tcw6s,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007274,2.4,0.076356,2e-06,0.072741,0.0,0.0,0.0,0.0,669682796.098541,583394558.943334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,317984826.84973,12582912000.0,0.049969,1e-06,0.606508,0.0,0.0,0.126328,0.283877,,cluster-two,carts,tenant-2,carts-85c7bb8997-tcw6s,ip-192-168-121-107.us-west-2.compute.internal,carts,deployment,i-00868067998526003
carts-85c7bb8997-vklfz,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007057,2.4,0.076356,2e-06,0.070565,0.0,0.0,0.0,0.0,721362760.550084,647153691.25273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,321794195.911111,12582912000.0,0.049969,1e-06,0.613774,0.0,0.0,0.126328,0.285436,,cluster-two,carts,tenant-2,carts-85c7bb8997-vklfz,ip-192-168-121-154.us-west-2.compute.internal,carts,deployment,i-0d68f38a5d45f95cb
carts-85c7bb8997-vqsvx,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007694,2.4,0.07608,-2e-06,0.07694,0.0,0.0,0.0,0.0,682712413.177185,578961214.748704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,329112075.377778,12582912000.0,0.049793,-1e-06,0.627731,0.0,0.0,0.12587,0.294823,,cluster-two,carts,tenant-2,carts-85c7bb8997-vqsvx,ip-192-168-144-20.us-west-2.compute.internal,carts,deployment,i-02c1f70d488b79374
carts-85c7bb8997-zc4ws,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007086,2.4,0.07608,-2e-06,0.070864,0.0,0.0,0.0,0.0,705054232.088324,605817731.305956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,324122535.822222,12582912000.0,0.049793,-1e-06,0.618215,0.0,0.0,0.12587,0.287386,,cluster-two,carts,tenant-2,carts-85c7bb8997-zc4ws,ip-192-168-128-109.us-west-2.compute.internal,carts,deployment,i-0b950d88c27dbfbe5
carts-85c7bb8997-zhkbf,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.01568,2.4,0.07608,-2e-06,0.156798,0.0,0.0,0.0,0.0,1656666690.125288,1471331245.860978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,325409670.616752,12582912000.0,0.049793,-1e-06,0.62067,0.0,0.0,0.12587,0.340297,,cluster-two,carts,tenant-1,carts-85c7bb8997-zhkbf,ip-192-168-189-15.us-west-2.compute.internal,carts,deployment,i-00eaf02d1e05d532a
carts-85c7bb8997-zll69,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.016134,2.4,0.076356,2e-06,0.161342,0.0,0.0,0.0,0.0,1660465582.015491,1455156873.470241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,325638866.248625,12582912000.0,0.049969,1e-06,0.621107,0.0,0.0,0.126328,0.343206,,cluster-two,carts,tenant-1,carts-85c7bb8997-zll69,ip-192-168-121-107.us-west-2.compute.internal,carts,deployment,i-00868067998526003
carts-db-6d978b4898-9jx8c,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.036989,2.4,0.076356,2e-06,0.369895,0.0,0.0,0.0,0.0,4067874766.437701,4703059387.593276,0.0,0.0,0.0,0.0,21474836480.0,515396075520.0,0.065753,,-0.001237,314572800.0,314572800.0,108888368.355556,7549747200.0,0.029981,1e-06,0.346147,0.0,0.0,0.170856,0.363199,,cluster-two,carts-db,tenant-1,carts-db-6d978b4898-9jx8c,ip-192-168-121-154.us-west-2.compute.internal,carts-db,deployment,i-0d68f38a5d45f95cb
carts-db-6d978b4898-dq4k9,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.051542,2.4,0.07608,-2e-06,0.515422,0.0,0.0,0.0,0.0,4161836996.978261,4786706530.550449,0.0,0.0,0.0,0.0,21474836480.0,515396075520.0,0.065753,,-0.001237,314572800.0,314572800.0,116587335.111111,7549747200.0,0.029876,-1e-06,0.370621,0.0,0.0,0.17047,0.474593,,cluster-two,carts-db,tenant-2,carts-db-6d978b4898-dq4k9,ip-192-168-144-20.us-west-2.compute.internal,carts-db,deployment,i-02c1f70d488b79374
carts-db-6d978b4898-h75bh,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.003111,2.4,0.076356,2e-06,0.031108,0.0,0.0,0.0,0.0,13305494.344369,6566347.85826,0.0,0.0,0.0,0.0,21474836480.0,515396075520.0,0.065753,,-0.001237,314572800.0,314572800.0,66932494.222222,7549747200.0,0.029981,1e-06,0.212773,0.0,0.0,0.170856,0.082328,,cluster-two,carts-db,tenant-3,carts-db-6d978b4898-h75bh,ip-192-168-121-154.us-west-2.compute.internal,carts-db,deployment,i-0d68f38a5d45f95cb
catalogue-686567d669-4jq4p,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.001592,2.4,0.07608,-2e-06,0.015922,0.0,0.0,0.0,0.0,542845754.059463,572658756.150973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,10128591.644444,12582912000.0,0.049793,-1e-06,0.019319,0.0,0.0,0.12587,0.017266,,cluster-two,catalogue,tenant-2,catalogue-686567d669-4jq4p,ip-192-168-128-109.us-west-2.compute.internal,catalogue,deployment,i-0b950d88c27dbfbe5
catalogue-686567d669-57sxq,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.001592,2.4,0.07608,-2e-06,0.015921,0.0,0.0,0.0,0.0,543006036.562169,572975014.998703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,9946618.311111,12582912000.0,0.049793,-1e-06,0.018972,0.0,0.0,0.12587,0.017128,,cluster-two,catalogue,tenant-2,catalogue-686567d669-57sxq,ip-192-168-189-15.us-west-2.compute.internal,catalogue,deployment,i-00eaf02d1e05d532a
catalogue-686567d669-5j8m8,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.003546,2.4,0.076356,2e-06,0.035465,0.0,0.0,0.0,0.0,1282318446.079751,1377672772.980604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,10721726.577778,12582912000.0,0.049969,1e-06,0.02045,0.0,0.0,0.126328,0.029526,,cluster-two,catalogue,tenant-1,catalogue-686567d669-5j8m8,ip-192-168-166-7.us-west-2.compute.internal,catalogue,deployment,i-0406c6f0eae2396f6
catalogue-686567d669-5kfgg,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.001682,2.4,0.076356,2e-06,0.016822,0.0,0.0,0.0,0.0,543020007.936032,572112403.139299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,11138643.324281,12582912000.0,0.049969,1e-06,0.021245,0.0,0.0,0.126328,0.018572,,cluster-two,catalogue,tenant-2,catalogue-686567d669-5kfgg,ip-192-168-121-107.us-west-2.compute.internal,catalogue,deployment,i-00868067998526003
catalogue-686567d669-8kvfx,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.00346,2.4,0.07608,-2e-06,0.034604,0.0,0.0,0.0,0.0,1282237861.399518,1377798104.348869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,10558929.942762,12582912000.0,0.049793,-1e-06,0.02014,0.0,0.0,0.12587,0.028882,,cluster-two,catalogue,tenant-1,catalogue-686567d669-8kvfx,ip-192-168-189-15.us-west-2.compute.internal,catalogue,deployment,i-00eaf02d1e05d532a
catalogue-686567d669-bm9hr,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.001632,2.4,0.07608,-2e-06,0.016324,0.0,0.0,0.0,0.0,543264703.931583,572567573.108691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,9349211.022222,12582912000.0,0.049793,-1e-06,0.017832,0.0,0.0,0.12587,0.016921,,cluster-two,catalogue,tenant-2,catalogue-686567d669-bm9hr,ip-192-168-144-20.us-west-2.compute.internal,catalogue,deployment,i-02c1f70d488b79374
