name,window.start,window.end,minutes,cpuCores,cpuCoreRequestAverage,cpuCoreUsageAverage,cpuCoreHours,cpuCost,cpuCostAdjustment,cpuEfficiency,gpuCount,gpuHours,gpuCost,gpuCostAdjustment,networkTransferBytes,networkReceiveBytes,networkCost,networkCostAdjustment,loadBalancerCost,loadBalancerCostAdjustment,pvBytes,pvByteHours,pvCost,pvs,pvCostAdjustment,ramBytes,ramByteRequestAverage,ramByteUsageAverage,ramByteHours,ramCost,ramCostAdjustment,ramEfficiency,sharedCost,externalCost,totalCost,totalEfficiency,rawAllocationOnly,properties.cluster,properties.container,properties.namespace,properties.pod,properties.node,properties.controller,properties.controllerKind,properties.providerID
payment-66b6f68c4d-46zff,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000949,7.2,0.22824,-5e-06,0.003164,0.0,0.0,0.0,0.0,86312399.70716,167153193.496874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,9630875.934673,12582912000.0,0.049793,-1e-06,0.018369,0.0,0.0,0.278027,0.005887,,cluster-two,payment,tenant-1,payment-66b6f68c4d-46zff,ip-192-168-189-15.us-west-2.compute.internal,payment,deployment,i-00eaf02d1e05d532a
payment-66b6f68c4d-4gzxv,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000606,7.2,0.229068,6e-06,0.002021,0.0,0.0,0.0,0.0,58635433.362261,89714724.338874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,10070835.2,12582912000.0,0.049969,1e-06,0.019209,0.0,0.0,0.279045,0.005099,,cluster-two,payment,tenant-2,payment-66b6f68c4d-4gzxv,ip-192-168-166-7.us-west-2.compute.internal,payment,deployment,i-0406c6f0eae2396f6
payment-66b6f68c4d-5pxdl,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.00118,7.2,0.22824,-5e-06,0.003932,0.0,0.0,0.0,0.0,100648329.882862,206123386.015289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,9749643.377778,12582912000.0,0.049793,-1e-06,0.018596,0.0,0.0,0.278027,0.006558,,cluster-two,payment,tenant-1,payment-66b6f68c4d-5pxdl,ip-192-168-144-20.us-west-2.compute.internal,payment,deployment,i-02c1f70d488b79374
payment-66b6f68c4d-6rt54,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000665,7.2,0.229068,6e-06,0.002216,0.0,0.0,0.0,0.0,59968437.48413,93112070.837723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,8874524.444444,12582912000.0,0.049969,1e-06,0.016927,0.0,0.0,0.279045,0.00485,,cluster-two,payment,tenant-2,payment-66b6f68c4d-6rt54,ip-192-168-166-7.us-west-2.compute.internal,payment,deployment,i-0406c6f0eae2396f6
payment-66b6f68c4d-7glph,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000562,7.2,0.229068,6e-06,0.001874,0.0,0.0,0.0,0.0,57465676.115716,85940993.917782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,10684967.822222,12582912000.0,0.049969,1e-06,0.02038,0.0,0.0,0.279045,0.005188,,cluster-two,payment,tenant-2,payment-66b6f68c4d-7glph,ip-192-168-121-154.us-west-2.compute.internal,payment,deployment,i-0d68f38a5d45f95cb
payment-66b6f68c4d-8x672,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000649,7.2,0.22824,-5e-06,0.002163,0.0,0.0,0.0,0.0,58950149.656901,91051808.997675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,9757973.019962,12582912000.0,0.049793,-1e-06,0.018612,0.0,0.0,0.278027,0.005109,,cluster-two,payment,tenant-2,payment-66b6f68c4d-8x672,ip-192-168-189-15.us-west-2.compute.internal,payment,deployment,i-00eaf02d1e05d532a
payment-66b6f68c4d-8x8lf,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000656,7.2,0.22824,-5e-06,0.002187,0.0,0.0,0.0,0.0,63301978.900241,103205791.530401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,10043676.444444,12582912000.0,0.049793,-1e-06,0.019157,0.0,0.0,0.278027,0.005226,,cluster-two,payment,tenant-2,payment-66b6f68c4d-8x8lf,ip-192-168-128-109.us-west-2.compute.internal,payment,deployment,i-0b950d88c27dbfbe5
payment-66b6f68c4d-c8plq,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000671,7.2,0.22824,-5e-06,0.002238,0.0,0.0,0.0,0.0,63143649.377723,102606956.736349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,11622192.355556,12582912000.0,0.049793,-1e-06,0.022168,0.0,0.0,0.278027,0.005807,,cluster-two,payment,tenant-2,payment-66b6f68c4d-c8plq,ip-192-168-128-109.us-west-2.compute.internal,payment,deployment,i-0b950d88c27dbfbe5
payment-66b6f68c4d-dhh7r,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000553,7.2,0.229068,6e-06,0.001842,0.0,0.0,0.0,0.0,58144796.600126,87936719.710709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,9528288.711111,12582912000.0,0.049969,1e-06,0.018174,0.0,0.0,0.279045,0.004767,,cluster-two,payment,tenant-2,payment-66b6f68c4d-dhh7r,ip-192-168-121-154.us-west-2.compute.internal,payment,deployment,i-0d68f38a5d45f95cb
payment-66b6f68c4d-hqmqc,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000632,7.2,0.229068,6e-06,0.002105,0.0,0.0,0.0,0.0,59318324.737335,91958050.525346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,9783256.595869,12582912000.0,0.049969,1e-06,0.01866,0.0,0.0,0.279045,0.00507,,cluster-two,payment,tenant-2,payment-66b6f68c4d-hqmqc,ip-192-168-121-107.us-west-2.compute.internal,payment,deployment,i-00868067998526003
payment-66b6f68c4d-khlnj,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000934,7.2,0.229068,6e-06,0.003114,0.0,0.0,0.0,0.0,91727618.923918,181339455.597804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,11355465.955556,12582912000.0,0.049969,1e-06,0.021659,0.0,0.0,0.279045,0.006435,,cluster-two,payment,tenant-1,payment-66b6f68c4d-khlnj,ip-192-168-121-154.us-west-2.compute.internal,payment,deployment,i-0d68f38a5d45f95cb
payment-66b6f68c4d-pwhzj,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000651,7.2,0.22824,-5e-06,0.00217,0.0,0.0,0.0,0.0,61420682.204866,97217308.998876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,9169243.022222,12582912000.0,0.049793,-1e-06,0.017489,0.0,0.0,0.278027,0.004913,,cluster-two,payment,tenant-2,payment-66b6f68c4d-pwhzj,ip-192-168-144-20.us-west-2.compute.internal,payment,deployment,i-02c1f70d488b79374
payment-66b6f68c4d-rfgjw,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.001157,7.2,0.22824,-5e-06,0.003857,0.0,0.0,0.0,0.0,103785276.830342,216022040.648853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,10949313.422222,12582912000.0,0.049793,-1e-06,0.020884,0.0,0.0,0.278027,0.006907,,cluster-two,payment,tenant-1,payment-66b6f68c4d-rfgjw,ip-192-168-128-109.us-west-2.compute.internal,payment,deployment,i-0b950d88c27dbfbe5
payment-66b6f68c4d-zw4nw,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.000642,7.2,0.22824,-5e-06,0.002139,0.0,0.0,0.0,0.0,59443562.067753,92017283.359188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,10579712.0,12582912000.0,0.049793,-1e-06,0.020179,0.0,0.0,0.278027,0.00537,,cluster-two,payment,tenant-2,payment-66b6f68c4d-zw4nw,ip-192-168-144-20.us-west-2.compute.internal,payment,deployment,i-02c1f70d488b79374
queue-master-5f6d6d4796-hm2hl,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.008183,2.4,0.076356,2e-06,0.081829,0.0,0.0,0.0,0.0,61078502.999248,271969337.726981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,314572800.0,314572800.0,298717778.488889,7549747200.0,0.029981,1e-06,0.949598,0.0,0.0,0.10634,0.326492,,cluster-two,queue-master,tenant-1,queue-master-5f6d6d4796-hm2hl,ip-192-168-166-7.us-west-2.compute.internal,queue-master,deployment,i-0406c6f0eae2396f6
queue-master-5f6d6d4796-zzw9x,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007206,2.4,0.076356,2e-06,0.072064,0.0,0.0,0.0,0.0,60224152.1947,268032785.973883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,314572800.0,314572800.0,312001965.511111,7549747200.0,0.029981,1e-06,0.991828,0.0,0.0,0.10634,0.331386,,cluster-two,queue-master,tenant-2,queue-master-5f6d6d4796-zzw9x,ip-192-168-121-154.us-west-2.compute.internal,queue-master,deployment,i-0d68f38a5d45f95cb
rabbitmq-794dcf49b5-5jwmw,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.013703,2.400009,0.076356,2e-06,0.137029,0.0,0.0,0.0,0.0,316283421.510359,260002678.187957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,319624988.444444,314572800.0,101483876.942608,7670999722.666667,0.030463,1e-06,0.322609,0.0,0.0,0.106822,0.189953,,cluster-two,,tenant-1,rabbitmq-794dcf49b5-5jwmw,ip-192-168-121-107.us-west-2.compute.internal,rabbitmq,deployment,i-00868067998526003
rabbitmq-794dcf49b5-z8hhf,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.013195,2.400008,0.076356,2e-06,0.131951,0.0,0.0,0.0,0.0,312024394.831341,256567676.605654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,319237600.711111,314572800.0,104998661.688889,7661702417.066667,0.030426,1e-06,0.333782,0.0,0.0,0.106785,0.189459,,cluster-two,,tenant-2,rabbitmq-794dcf49b5-z8hhf,ip-192-168-166-7.us-west-2.compute.internal,rabbitmq,deployment,i-0406c6f0eae2396f6
session-db-b87b8d895-8hpzh,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.006395,2.4,0.076356,2e-06,0.063954,0.0,0.0,0.0,0.0,1045964026.934783,1563065340.489531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,314572800.0,314572800.0,61941373.155556,7549747200.0,0.029981,1e-06,0.196906,0.0,0.0,0.10634,0.101439,,cluster-two,session-db,tenant-1,session-db-b87b8d895-8hpzh,ip-192-168-121-154.us-west-2.compute.internal,session-db,deployment,i-0d68f38a5d45f95cb
session-db-b87b8d895-gdtvq,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.007656,2.4,0.07608,-2e-06,0.076559,0.0,0.0,0.0,0.0,1049225597.013129,1615558165.822019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,314572800.0,314572800.0,62102018.844444,7549747200.0,0.029876,-1e-06,0.197417,0.0,0.0,0.105954,0.110636,,cluster-two,session-db,tenant-2,session-db-b87b8d895-gdtvq,ip-192-168-144-20.us-west-2.compute.internal,session-db,deployment,i-02c1f70d488b79374
shipping-54d889d969-2qw9t,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.002187,7.2,0.229068,6e-06,0.00729,0.0,0.0,0.0,0.0,110827161.949507,99793278.113085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,296998126.48837,12582912000.0,0.049969,1e-06,0.566479,0.0,0.0,0.279045,0.107427,,cluster-two,shipping,tenant-2,shipping-54d889d969-2qw9t,ip-192-168-121-107.us-west-2.compute.internal,shipping,deployment,i-00868067998526003
shipping-54d889d969-4xqbb,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.003068,7.2,0.22824,-5e-06,0.010226,0.0,0.0,0.0,0.0,176751913.902962,165438373.920914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,296057247.288889,12582912000.0,0.049793,-1e-06,0.564684,0.0,0.0,0.278027,0.109524,,cluster-two,shipping,tenant-1,shipping-54d889d969-4xqbb,ip-192-168-128-109.us-west-2.compute.internal,shipping,deployment,i-0b950d88c27dbfbe5
shipping-54d889d969-f5q4f,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.002133,7.2,0.229068,6e-06,0.007111,0.0,0.0,0.0,0.0,108450887.369981,97428686.013002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,297710600.533333,12582912000.0,0.049969,1e-06,0.567838,0.0,0.0,0.279045,0.107524,,cluster-two,shipping,tenant-2,shipping-54d889d969-f5q4f,ip-192-168-166-7.us-west-2.compute.internal,shipping,deployment,i-0406c6f0eae2396f6
shipping-54d889d969-j8d84,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.00208,7.2,0.22824,-5e-06,0.006932,0.0,0.0,0.0,0.0,109264570.843976,98118928.979497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,299564369.459072,12582912000.0,0.049793,-1e-06,0.571374,0.0,0.0,0.278027,0.108018,,cluster-two,shipping,tenant-2,shipping-54d889d969-j8d84,ip-192-168-189-15.us-west-2.compute.internal,shipping,deployment,i-00eaf02d1e05d532a
shipping-54d889d969-m6g2h,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.002643,7.2,0.229068,6e-06,0.008809,0.0,0.0,0.0,0.0,166451286.342362,155794575.303398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,299100441.6,12582912000.0,0.049969,1e-06,0.570489,0.0,0.0,0.279045,0.109392,,cluster-two,shipping,tenant-1,shipping-54d889d969-m6g2h,ip-192-168-121-154.us-west-2.compute.internal,shipping,deployment,i-0d68f38a5d45f95cb
shipping-54d889d969-q5psv,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.002082,7.2,0.229068,6e-06,0.006941,0.0,0.0,0.0,0.0,122856660.657341,110746435.736693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,293480507.733333,12582912000.0,0.049969,1e-06,0.55977,0.0,0.0,0.279045,0.10594,,cluster-two,shipping,tenant-2,shipping-54d889d969-q5psv,ip-192-168-121-154.us-west-2.compute.internal,shipping,deployment,i-0d68f38a5d45f95cb
shipping-54d889d969-s6tg6,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.002162,7.2,0.22824,-5e-06,0.007205,0.0,0.0,0.0,0.0,117053651.424828,105520960.409538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,298027599.644444,12582912000.0,0.049793,-1e-06,0.568443,0.0,0.0,0.278027,0.107717,,cluster-two,shipping,tenant-2,shipping-54d889d969-s6tg6,ip-192-168-128-109.us-west-2.compute.internal,shipping,deployment,i-0b950d88c27dbfbe5
shipping-54d889d969-w6zhd,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.002204,7.2,0.229068,6e-06,0.007348,0.0,0.0,0.0,0.0,111228530.192757,100095943.022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,297863918.933333,12582912000.0,0.049969,1e-06,0.56813,0.0,0.0,0.279045,0.10777,,cluster-two,shipping,tenant-2,shipping-54d889d969-w6zhd,ip-192-168-121-107.us-west-2.compute.internal,shipping,deployment,i-00868067998526003
shipping-54d889d969-z4pwx,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.002824,7.2,0.229068,6e-06,0.009414,0.0,0.0,0.0,0.0,158717897.76886,148941971.975527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,296613287.822222,12582912000.0,0.049969,1e-06,0.565745,0.0,0.0,0.279045,0.10904,,cluster-two,shipping,tenant-1,shipping-54d889d969-z4pwx,ip-192-168-166-7.us-west-2.compute.internal,shipping,deployment,i-0406c6f0eae2396f6
shipping-54d889d969-zrfph,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.002872,7.2,0.229068,6e-06,0.009573,0.0,0.0,0.0,0.0,155525889.567798,145859170.035236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,298099313.02142,12582912000.0,0.049969,1e-06,0.568579,0.0,0.0,0.279045,0.109678,,cluster-two,shipping,tenant-1,shipping-54d889d969-zrfph,ip-192-168-121-107.us-west-2.compute.internal,shipping,deployment,i-00868067998526003
user-6dfd458b78-d55xv,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.010853,7.2,0.229068,6e-06,0.036177,0.0,0.0,0.0,0.0,1826572512.28289,1827724160.882186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,12107630.933333,12582912000.0,0.049969,1e-06,0.023093,0.0,0.0,0.279045,0.033834,,cluster-two,user,tenant-1,user-6dfd458b78-d55xv,ip-192-168-121-154.us-west-2.compute.internal,user,deployment,i-0d68f38a5d45f95cb
user-6dfd458b78-f82w9,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.042325,7.2,0.22824,-5e-06,0.141084,0.0,0.0,0.0,0.0,7089477995.82506,7406256306.195959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,14548664.725288,12582912000.0,0.049793,-1e-06,0.027749,0.0,0.0,0.278027,0.120787,,cluster-two,user,tenant-2,user-6dfd458b78-f82w9,ip-192-168-189-15.us-west-2.compute.internal,user,deployment,i-00eaf02d1e05d532a
user-6dfd458b78-rz5q4,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.012372,7.2,0.22824,-5e-06,0.041239,0.0,0.0,0.0,0.0,1858862259.206105,1842136937.897444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,11685572.266667,12582912000.0,0.049793,-1e-06,0.022288,0.0,0.0,0.278027,0.037845,,cluster-two,user,tenant-1,user-6dfd458b78-rz5q4,ip-192-168-144-20.us-west-2.compute.internal,user,deployment,i-02c1f70d488b79374
user-6dfd458b78-t6nm4,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.011634,7.2,0.22824,-5e-06,0.03878,0.0,0.0,0.0,0.0,1818647228.552797,1834842875.688702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,13460599.490377,12582912000.0,0.049793,-1e-06,0.025674,0.0,0.0,0.278027,0.036433,,cluster-two,user,tenant-1,user-6dfd458b78-t6nm4,ip-192-168-189-15.us-west-2.compute.internal,user,deployment,i-00eaf02d1e05d532a
user-6dfd458b78-xhfcx,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.01228,7.2,0.229068,6e-06,0.040934,0.0,0.0,0.0,0.0,1823504847.799943,1842645474.131661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,524288000.0,524288000.0,12866099.2,12582912000.0,0.049969,1e-06,0.02454,0.0,0.0,0.279045,0.037998,,cluster-two,user,tenant-1,user-6dfd458b78-xhfcx,ip-192-168-166-7.us-west-2.compute.internal,user,deployment,i-0406c6f0eae2396f6
user-db-54f7fc75-vnhlf,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.015626,2.4,0.07608,-2e-06,0.156262,0.0,0.0,0.0,0.0,4799305157.808016,3456164327.958924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,314572800.0,314572800.0,38642736.355556,7549747200.0,0.029876,-1e-06,0.122842,0.0,0.0,0.105954,0.146839,,cluster-two,user-db,tenant-1,user-db-54f7fc75-vnhlf,ip-192-168-128-109.us-west-2.compute.internal,user-db,deployment,i-0b950d88c27dbfbe5
user-db-54f7fc75-wprwz,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.1,0.1,0.017081,2.4,0.07608,-2e-06,0.170805,0.0,0.0,0.0,0.0,4936596427.575683,3329089711.05191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,314572800.0,314572800.0,37101320.533333,7549747200.0,0.029876,-1e-06,0.117942,0.0,0.0,0.105954,0.1559,,cluster-two,user-db,tenant-2,user-db-54f7fc75-wprwz,ip-192-168-144-20.us-west-2.compute.internal,user-db,deployment,i-02c1f70d488b79374
